# @Observable 迁移棘轮基线（2026-09-18 批 1 立；只能减不能增）
#
# 由 QQPlayerTests/ObservationMigrationContractTests.swift 守护：
#   - 新增迁移标记（文件+种类）/ 既有计数回涨 → 测试红
#   - 某行整改到更少或清零 → 必须删掉/改小本行，否则测试红（名单不腐烂）
#
# 迁移方向（方案见 memory/2026-09-18.md §二）：
#   ObservableObject → @Observable；@Published var x → var x；
#   @StateObject → @State；@ObservedObject → 普通 let/`@Environment`；
#   @EnvironmentObject → @Environment(T.self)
#
# 范围：QQPlayer/**/*.swift（iOS + Mac 共享源文件）。
# 统计口径：**注释与字符串字面量不算代码**（扫描器先剥离再计数）。
#
# 进度：起始 217 处 / 119 行 → 213 / 115（批 1 第一刀：iOS TutorialViewModel + TutorialView）
#   → 209 / 111（同批第二刀：Mac MacSearchAnythingState + 两个视图包装器；部署目标同日 13.0→14.0）
#   → **193 / 103**（2026-09-19 批 2：PlaylistCoverLoadFailuresStore / IOSPassiveSyncCenter /
#     LyricOffsetStore 三个 iOS 叶子 store 迁 @Observable + 视图改 `@Environment` 注入；
#     同步删除：3 个类各 1 `ObservableObject` + 9 个 `@Published`、视图 4 处 `@ObservedObject`）
#   → **185 / 99**（2026-09-19 批 3a：MacLibraryFactsStore 迁 @Observable；Mac 侧 5 个视图 +
#     1 个浮层改 `@Environment` 注入。同步删除：1 个 `ObservableObject`、6 处 `@ObservedObject`）
#   → **184 / 98**（2026-09-19 批 4：ArtistDetailScreen 删掉零引用的 `@StateObject hybridAPI`——
#     `HybridMusicAPIService` 改走 `AppServices` 容器；同批另三个无状态入口本就没有迁移家族标记）。
#   账本见 `shared-singleton-budget-plan.md`（每批迁移后基线随之下调）。
# 格式：路径<TAB>标记<TAB>计数
#   → **180 / 96**（2026-09-20 批 5b：DesktopWindowsManager 迁 @Observable + 浮窗视图改 `@Environment`。
#     同步删除：1 个 `ObservableObject` + 2 个 `@Published`，视图 1 处 `@ObservedObject` 降为 3）
#   → **164 / 86**（2026-09-20 批 5b-2：EQManager 迁 @Observable + 8 个视图文件 10 处 `@StateObject` 改 `@Environment`。
#     同步删除：1 个 `ObservableObject` + 5 个 `@Published`、10 处 `@StateObject`）
#   → **159 / 84**（2026-09-20 批 5b-3：SFBAudioEngineManager 迁 @Observable。
#     同步删除：1 个 `ObservableObject` + 4 个 `@Published`（其余存储属性——音频引擎/解码器/EQ 句柄——全 `@ObservationIgnored`）。
#     注：视图侧对该对象的 5 处直连读已由 PR #18（CarPlayTrackFilter 单一入口）收口，故本批**不动**直连基线。）
QQPlayer/ContentView.swift	@EnvironmentObject	1
QQPlayer/ContentView.swift	@StateObject	1
QQPlayer/Mac/MacDesktopWindowViews.swift	@ObservedObject	3
QQPlayer/Mac/MacKaraokeControlBar.swift	@ObservedObject	3
QQPlayer/Mac/MacLibraryView.swift	@StateObject	3
QQPlayer/Mac/MacLyricsResendAutoRunner.swift	@Published	1
QQPlayer/Mac/MacLyricsResendAutoRunner.swift	ObservableObject	1
QQPlayer/Mac/MacLyricsView.swift	@ObservedObject	1
QQPlayer/Mac/MacPlayerView.swift	@ObservedObject	3
QQPlayer/Mac/MacPlayerView.swift	@StateObject	1
QQPlayer/Mac/MacPlaylistDetailSheet.swift	@StateObject	1
QQPlayer/Mac/MacSmartPlaylistViews.swift	@StateObject	1
QQPlayer/Mac/MacSpectrumAnalyzer.swift	@Published	2
QQPlayer/Mac/MacSpectrumAnalyzer.swift	ObservableObject	1
QQPlayer/Mac/MacSyncCenterView.swift	@ObservedObject	1
QQPlayer/Mac/MacSyncContentModel.swift	@Published	14
QQPlayer/Mac/MacSyncContentModel.swift	ObservableObject	1
QQPlayer/Mac/MacSyncDataViewModel.swift	@Published	5
QQPlayer/Mac/MacSyncDataViewModel.swift	ObservableObject	1
QQPlayer/Mac/MacSyncRunViewModel.swift	@Published	8
QQPlayer/Mac/MacSyncRunViewModel.swift	ObservableObject	1
QQPlayer/Mac/MacSyncView.swift	@ObservedObject	3
QQPlayer/Mac/MacSyncView.swift	@StateObject	3
QQPlayer/Mac/MacTrackListView.swift	@StateObject	1
QQPlayer/Mac/SyncHostCenter.swift	@Published	5
QQPlayer/Mac/SyncHostCenter.swift	ObservableObject	1
QQPlayer/QQPlayerApp.swift	@StateObject	1
QQPlayer/Services/AppCoordinator.swift	@Published	1
QQPlayer/Services/AppCoordinator.swift	ObservableObject	1
QQPlayer/Services/ArtworkManager.swift	ObservableObject	1
QQPlayer/Services/DiscogsAPI.swift	ObservableObject	1
QQPlayer/Services/FileCleanupManager.swift	ObservableObject	1
QQPlayer/Services/HybridMusicAPI.swift	ObservableObject	1
QQPlayer/Services/KaraokeController.swift	@Published	4
QQPlayer/Services/KaraokeController.swift	ObservableObject	1
QQPlayer/Services/LibraryIndexer.swift	@Published	6
QQPlayer/Services/LibraryIndexer.swift	ObservableObject	1
QQPlayer/Services/PlaybackModels.swift	@Published	1
QQPlayer/Services/PlaybackModels.swift	ObservableObject	1
QQPlayer/Services/PlayerEngine.swift	@Published	10
QQPlayer/Services/PlayerEngine.swift	ObservableObject	1
QQPlayer/Services/SpotifyAPI.swift	ObservableObject	1
QQPlayer/Sync/SyncWiringSelfCheck.swift	@Published	1
QQPlayer/Sync/SyncWiringSelfCheck.swift	ObservableObject	1
QQPlayer/Views/Albums/AlbumViews.swift	@EnvironmentObject	3
QQPlayer/Views/Artists/ArtistDetailScreen.swift	@EnvironmentObject	1
QQPlayer/Views/Artists/ArtistRowViews.swift	@EnvironmentObject	1
QQPlayer/Views/Artists/ArtistsScreen.swift	@EnvironmentObject	1
QQPlayer/Views/Library/BulkPlaylistSelectionView.swift	@EnvironmentObject	1
QQPlayer/Views/Library/LibraryScreens.swift	@EnvironmentObject	2
QQPlayer/Views/Library/LibraryView.swift	@EnvironmentObject	1
QQPlayer/Views/Library/LibraryView.swift	@StateObject	1
QQPlayer/Views/Library/SearchResultsViews.swift	@EnvironmentObject	1
QQPlayer/Views/Library/SearchResultsViews.swift	@StateObject	1
QQPlayer/Views/Library/SearchView.swift	@EnvironmentObject	1
QQPlayer/Views/Library/TrackBulkSelection.swift	@EnvironmentObject	1
QQPlayer/Views/Library/TrackListView.swift	@EnvironmentObject	2
QQPlayer/Views/Library/TrackListView.swift	@StateObject	1
QQPlayer/Views/Player/CollapsiblePlayerControls.swift	@ObservedObject	1
QQPlayer/Views/Player/KaraokeControlBar.swift	@ObservedObject	3
QQPlayer/Views/Player/LyricsView.swift	@ObservedObject	1
QQPlayer/Views/Player/PlayerOverlays.swift	@ObservedObject	3
QQPlayer/Views/Player/PlayerOverlays.swift	@StateObject	2
QQPlayer/Views/Player/PlayerProgressViews.swift	@ObservedObject	1
QQPlayer/Views/Player/PlayerView.swift	@EnvironmentObject	1
QQPlayer/Views/Player/PlayerView.swift	@StateObject	2
QQPlayer/Views/Player/QueueManagementView.swift	@StateObject	2
QQPlayer/Views/Player/TrackRowView.swift	@EnvironmentObject	1
QQPlayer/Views/Playlists/PlaylistCardView.swift	@StateObject	1
